Id,IndicatorCode,SpatialDimType,SpatialDim,ParentLocationCode,TimeDimType,ParentLocation,Dim1Type,Dim1,TimeDim,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
660,imr,COUNTRY,PER,AMR,YEAR,Americas,DHSMICSGEOREGION,DHSMICSGEOREGION_PERDHS201304,2013,,,,,DATASOURCE,DATASOURCE_EQ_DHS,14.8 [4.3-25.2],14.7656,4.2829,25.24829,,2022-05-26T14:41:58+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
1326,imr,COUNTRY,NER,AFR,YEAR,Africa,DHSMICSGEOREGION,DHSMICSGEOREGION_NERDHS201202,2012,,,,,DATASOURCE,DATASOURCE_EQ_DHS,17.5 [8.7-26.3],17.51638,8.7325,26.30025,,2022-05-26T14:36:58+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
1814,imr,COUNTRY,IDN,SEAR,YEAR,South-East Asia,DHSMICSGEOREGION,DHSMICSGEOREGION_IDNDHS199426,1994,,,,,DATASOURCE,DATASOURCE_EQ_DHS,68.0 [51.2-84.8],67.99654,51.18017,84.8129,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death,2022-05-26T14:27:38+02:00,1994,1994-01-01T00:00:00+01:00,1994-12-31T00:00:00+01:00
2370,imr,COUNTRY,SOM,EMR,YEAR,Eastern Mediterranean,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE10,2006,,,,,DATASOURCE,DATASOURCE_EQ_MICS,96.2 [76.3-116.0],96.16145,76.33382,115.98909,,2022-05-26T12:31:56+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
2546,imr,COUNTRY,TCD,AFR,YEAR,Africa,DHSMICSGEOREGION,DHSMICSGEOREGION_TCDDHS199601,1996,,,,,DATASOURCE,DATASOURCE_EQ_DHS,73.3 [37.4-109.2],73.27987,37.36687,109.19287,,2022-05-26T14:17:06+02:00,1996,1996-01-01T00:00:00+01:00,1996-12-31T00:00:00+01:00
2858,imr,COUNTRY,PER,AMR,YEAR,Americas,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE09,2019,,,,,DATASOURCE,DATASOURCE_EQ_DHS,7.5 [3.6-11.4],7.47685,3.59046,11.36324,,2022-05-26T12:27:19+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
3184,imr,COUNTRY,TZA,AFR,YEAR,Africa,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE03,2010,,,,,DATASOURCE,DATASOURCE_EQ_DHS,52.2 [38.7-65.7],52.22568,38.70195,65.74942,,2022-05-26T12:36:54+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4873,imr,COUNTRY,BGD,SEAR,YEAR,South-East Asia,EDUCATIONLEVEL,EDUCATIONLEVEL_PRLM,2006,,,,,DATASOURCE,DATASOURCE_EQ_MICS,No data,,,,Not available,2022-05-26T11:14:11+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
5517,imr,COUNTRY,SEN,AFR,YEAR,Africa,DHSMICSGEOREGION,DHSMICSGEOREGION_SENDHS201704,2017,,,,,DATASOURCE,DATASOURCE_EQ_DHS,40.7 [30.0-51.3],40.65335,30.00507,51.30163,,2022-05-26T14:46:26+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
5567,imr,COUNTRY,SEN,AFR,YEAR,Africa,DHSMICSGEOREGION,DHSMICSGEOREGION_SENDHS201701,2017,,,,,DATASOURCE,DATASOURCE_EQ_DHS,27.4 [16.7-38.2],27.44794,16.71657,38.17932,,2022-05-26T14:46:26+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
6916,imr,COUNTRY,IND,SEAR,YEAR,South-East Asia,DHSMICSGEOREGION,DHSMICSGEOREGION_INDDHS199801,1998,,,,,DATASOURCE,DATASOURCE_EQ_DHS,70.8 [61.1-80.6],70.84807,61.14313,80.553,,2022-05-26T14:26:46+02:00,1998,1998-01-01T00:00:00+01:00,1998-12-31T00:00:00+01:00
7406,imr,COUNTRY,IDN,SEAR,YEAR,South-East Asia,DHSMICSGEOREGION,DHSMICSGEOREGION_IDNDHS200204,2002,,,,,DATASOURCE,DATASOURCE_EQ_DHS,41.5 [21.6-61.4],41.49275,21.59993,61.38557,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death,2022-05-26T14:28:09+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
9209,imr,COUNTRY,ALB,EUR,YEAR,Europe,DHSMICSGEOREGION,DHSMICSGEOREGION_ALBRHS200203,2002,,,,,DATASOURCE,DATASOURCE_EQ_RHS,No data,,,,Not available,2022-05-26T14:10:32+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
9479,imr,COUNTRY,CAF,AFR,YEAR,Africa,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE04,2006,,,,,DATASOURCE,DATASOURCE_EQ_MICS,No data,,,,Not available,2022-05-26T12:02:37+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
9608,imr,COUNTRY,MLI,AFR,YEAR,Africa,WEALTHQUINTILE,WEALTHQUINTILE_WQ2,2012,,,,,DATASOURCE,DATASOURCE_EQ_DHS,67.1 [55.8-78.4],67.08946,55.82098,78.35794,,2022-05-26T12:57:32+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
9689,imr,COUNTRY,SUR,AMR,YEAR,Americas,WEALTHQUINTILE,WEALTHQUINTILE_WQ3,2018,,,,,DATASOURCE,DATASOURCE_EQ_MICS,28.8 [16.1-41.4],28.75998,16.08689,41.43307,,2022-05-26T13:04:33+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
9706,imr,COUNTRY,IRQ,EMR,YEAR,Eastern Mediterranean,DHSMICSGEOREGION,DHSMICSGEOREGION_IRQMICS201813,2018,,,,,DATASOURCE,DATASOURCE_EQ_MICS,18.5 [11.6-25.4],18.52076,11.62842,25.4131,,2022-05-26T14:29:30+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
11596,imr,COUNTRY,CAF,AFR,YEAR,Africa,DHSMICSGEOREGION,DHSMICSGEOREGION_CAFMICS200602,2006,,,,,DATASOURCE,DATASOURCE_EQ_MICS,No data,,,,Not available,2022-05-26T14:16:42+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
11704,imr,COUNTRY,HTI,AMR,YEAR,Americas,DHSMICSGEOREGION,DHSMICSGEOREGION_HTIDHS200001,2000,,,,,DATASOURCE,DATASOURCE_EQ_DHS,89.8 [69.5-110.1],89.81648,69.51672,110.11624,,2022-05-26T14:25:30+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
12813,imr,COUNTRY,BFA,AFR,YEAR,Africa,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE05,1998,,,,,DATASOURCE,DATASOURCE_EQ_DHS,120.4 [97.7-143.0],120.37049,97.73769,143.0033,,2022-05-26T12:00:36+02:00,1998,1998-01-01T00:00:00+01:00,1998-12-31T00:00:00+01:00
13374,imr,COUNTRY,DOM,AMR,YEAR,Americas,DHSMICSGEOREGION,DHSMICSGEOREGION_DOMDHS200713,2007,,,,,DATASOURCE,DATASOURCE_EQ_DHS,22.8 [9.5-36.2],22.84279,9.46511,36.22047,,2022-05-26T14:20:34+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
13428,imr,COUNTRY,CMR,AFR,YEAR,Africa,DHSMICSGEOREGION,DHSMICSGEOREGION_CMRDHS199803,1998,,,,,DATASOURCE,DATASOURCE_EQ_DHS,53.6 [38.8-68.5],53.63646,38.79319,68.47973,,2022-05-26T14:15:57+02:00,1998,1998-01-01T00:00:00+01:00,1998-12-31T00:00:00+01:00
14869,imr,COUNTRY,TTO,AMR,YEAR,Americas,WEALTHQUINTILE,WEALTHQUINTILE_WQ5,2006,,,,,DATASOURCE,DATASOURCE_EQ_MICS,No data,,,,Not available,2022-05-26T13:05:29+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
14996,imr,COUNTRY,ALB,EUR,YEAR,Europe,WEALTHQUINTILE,WEALTHQUINTILE_WQ3,2002,,,,,DATASOURCE,DATASOURCE_EQ_RHS,No data,,,,Not available,2022-05-26T12:45:00+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
15089,imr,COUNTRY,DZA,AFR,YEAR,Africa,WEALTHQUINTILE,WEALTHQUINTILE_WQ2,2018,,,,,DATASOURCE,DATASOURCE_EQ_MICS,14.5 [11.1-17.9],14.50108,11.07425,17.92792,,2022-05-26T12:45:16+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
15232,imr,COUNTRY,AGO,AFR,YEAR,Africa,EDUCATIONLEVEL,EDUCATIONLEVEL_SHLM,2015,,,,,DATASOURCE,DATASOURCE_EQ_DHS,33.8 [26.6-41.0],33.80909,26.62922,40.98896,,2022-05-26T11:13:47+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
15851,imr,COUNTRY,NGA,AFR,YEAR,Africa,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE02,1999,,,,,DATASOURCE,DATASOURCE_EQ_DHS,No data,,,,Not available,2022-05-26T12:22:46+02:00,1999,1999-01-01T00:00:00+01:00,1999-12-31T00:00:00+01:00
16879,imr,COUNTRY,COG,AFR,YEAR,Africa,WEALTHQUINTILE,WEALTHQUINTILE_WQ2,2014,,,,,DATASOURCE,DATASOURCE_EQ_MICS,39.6 [30.5-48.7],39.62456,30.52739,48.72173,,2022-05-26T12:49:18+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
17344,imr,COUNTRY,SSD,AFR,YEAR,Africa,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE08,2010,,,,,DATASOURCE,DATASOURCE_EQ_MICS,61.7 [49.0-74.5],61.74252,49.00555,74.47949,,2022-05-26T12:32:14+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
17653,imr,COUNTRY,YEM,EMR,YEAR,Eastern Mediterranean,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE03,2013,,,,,DATASOURCE,DATASOURCE_EQ_DHS,60.2 [47.5-72.9],60.20131,47.53417,72.86846,,2022-05-26T12:38:08+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
17677,imr,COUNTRY,BGD,SEAR,YEAR,South-East Asia,SEX,SEX_MLE,2012,,,,,DATASOURCE,DATASOURCE_EQ_MICS,No data,,,,Not available,2022-05-26T11:44:21+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
18596,imr,COUNTRY,BEN,AFR,YEAR,Africa,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE02,1996,,,,,DATASOURCE,DATASOURCE_EQ_DHS,121.3 [100.7-142.0],121.33801,100.69981,141.9762,,2022-05-26T11:59:11+02:00,1996,1996-01-01T00:00:00+01:00,1996-12-31T00:00:00+01:00
18812,imr,COUNTRY,UGA,AFR,YEAR,Africa,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE04,2006,,,,,DATASOURCE,DATASOURCE_EQ_DHS,83.2 [67.3-99.0],83.16784,67.29058,99.04509,,2022-05-26T12:35:54+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
18944,imr,COUNTRY,MDA,EUR,YEAR,Europe,WEALTHQUINTILE,WEALTHQUINTILE_WQ2,2012,,,,,DATASOURCE,DATASOURCE_EQ_MICS,13.3 [4.0-22.7],13.34037,4.00818,22.67256,,2022-05-26T13:02:25+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
20243,imr,COUNTRY,NAM,AFR,YEAR,Africa,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,2013,,,,,DATASOURCE,DATASOURCE_EQ_DHS,34.8 [28.4-41.2],34.82988,28.41269,41.24707,,2022-05-26T11:37:35+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
21112,imr,COUNTRY,TLS,SEAR,YEAR,South-East Asia,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE02,2009,,,,,DATASOURCE,DATASOURCE_EQ_DHS,65.2 [53.1-77.3],65.15369,53.05704,77.25036,,2022-05-26T12:33:40+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
21751,imr,COUNTRY,PAN,AMR,YEAR,Americas,WEALTHQUINTILE,WEALTHQUINTILE_WQ3,2013,,,,,DATASOURCE,DATASOURCE_EQ_MICS,No data,,,,Not available,2022-05-26T13:00:29+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
22385,imr,COUNTRY,GHA,AFR,YEAR,Africa,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE01,1998,,,,,DATASOURCE,DATASOURCE_EQ_DHS,67.6 [52.4-82.8],67.57662,52.39334,82.75991,,2022-05-26T12:09:38+02:00,1998,1998-01-01T00:00:00+01:00,1998-12-31T00:00:00+01:00
22619,imr,COUNTRY,ECU,AMR,YEAR,Americas,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE04,2004,,,,,DATASOURCE,DATASOURCE_EQ_RHS,No data,,,,Not available,2022-05-26T12:06:49+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
23248,imr,COUNTRY,IDN,SEAR,YEAR,South-East Asia,DHSMICSGEOREGION,DHSMICSGEOREGION_IDNDHS201721,2017,,,,,DATASOURCE,DATASOURCE_EQ_DHS,24.7 [11.5-37.9],24.7369,11.53536,37.93845,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death,2022-05-26T14:29:03+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
25754,imr,COUNTRY,PRY,AMR,YEAR,Americas,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE07,2016,,,,,DATASOURCE,DATASOURCE_EQ_MICS,9.8 [2.9-16.7],9.8365,2.9452,16.72779,,2022-05-26T12:25:10+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
26133,imr,COUNTRY,AFG,EMR,YEAR,Eastern Mediterranean,EDUCATIONLEVEL,EDUCATIONLEVEL_SHLM,2015,,,,,DATASOURCE,DATASOURCE_EQ_DHS,34.8 [23.8-45.9],34.84709,23.82885,45.86532,,2022-05-26T11:13:34+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
26733,imr,COUNTRY,TGO,AFR,YEAR,Africa,SEX,SEX_FMLE,1998,,,,,DATASOURCE,DATASOURCE_EQ_DHS,71.4 [64.4-78.4],71.41458,64.38043,78.44874,,2022-05-26T11:48:31+02:00,1998,1998-01-01T00:00:00+01:00,1998-12-31T00:00:00+01:00
27252,imr,COUNTRY,PER,AMR,YEAR,Americas,DHSMICSGEOREGION,DHSMICSGEOREGION_PERDHS201101,2011,,,,,DATASOURCE,DATASOURCE_EQ_DHS,19.7 [11.5-28.0],19.73365,11.51525,27.95205,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death,2022-05-26T14:41:30+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
27372,imr,COUNTRY,AFG,EMR,YEAR,Eastern Mediterranean,DHSMICSGEOREGION,DHSMICSGEOREGION_AFGDHS201510,2015,,,,,DATASOURCE,DATASOURCE_EQ_DHS,64.7 [37.7-91.7],64.68446,37.70114,91.6678,,2022-05-26T14:10:19+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
27397,imr,COUNTRY,WSM,WPR,YEAR,Western Pacific,DHSMICSGEOREGION,DHSMICSGEOREGION_WSMMICS201903,2019,,,,,DATASOURCE,DATASOURCE_EQ_MICS,14.0 [6.2-21.7],13.95172,6.19419,21.70925,,2022-05-26T14:45:24+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
27970,imr,COUNTRY,IND,SEAR,YEAR,South-East Asia,DHSMICSGEOREGION,DHSMICSGEOREGION_INDDHS199807,1998,,,,,DATASOURCE,DATASOURCE_EQ_DHS,39.7 [31.2-48.2],39.66365,31.17017,48.15713,,2022-05-26T14:26:46+02:00,1998,1998-01-01T00:00:00+01:00,1998-12-31T00:00:00+01:00
29636,imr,COUNTRY,TZA,AFR,YEAR,Africa,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE02,1996,,,,,DATASOURCE,DATASOURCE_EQ_DHS,97.0 [74.4-119.6],96.98867,74.40918,119.56816,,2022-05-26T12:36:35+02:00,1996,1996-01-01T00:00:00+01:00,1996-12-31T00:00:00+01:00
30178,imr,COUNTRY,ETH,AFR,YEAR,Africa,DHSMICSGEOREGION,DHSMICSGEOREGION_ETHDHS201103,2011,,,,,DATASOURCE,DATASOURCE_EQ_DHS,76.4 [62.1-90.8],76.4206,62.0872,90.75399,,2022-05-26T14:22:25+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
30639,imr,COUNTRY,IND,SEAR,YEAR,South-East Asia,DHSMICSGEOREGION,DHSMICSGEOREGION_INDDHS201502,2015,,,,,DATASOURCE,DATASOURCE_EQ_DHS,42.9 [37.8-48.0],42.92658,37.80665,48.04651,,2022-05-26T14:27:20+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
33110,imr,COUNTRY,HTI,AMR,YEAR,Americas,WEALTHQUINTILE,WEALTHQUINTILE_WQ2,2012,,,,,DATASOURCE,DATASOURCE_EQ_DHS,61.2 [50.7-71.8],61.24793,50.65875,71.83712,,2022-05-26T12:53:44+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
35429,imr,COUNTRY,ZWE,AFR,YEAR,Africa,EDUCATIONLEVEL,EDUCATIONLEVEL_NHLM,1999,,,,,DATASOURCE,DATASOURCE_EQ_DHS,81.1 [55.0-107.1],81.07957,55.01823,107.14091,,2022-05-26T11:26:22+02:00,1999,1999-01-01T00:00:00+01:00,1999-12-31T00:00:00+01:00
36043,imr,COUNTRY,GUY,AMR,YEAR,Americas,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE05,2006,,,,,DATASOURCE,DATASOURCE_EQ_MICS,No data,,,,Not available,2022-05-26T12:11:31+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
36467,imr,COUNTRY,MLI,AFR,YEAR,Africa,WEALTHQUINTILE,WEALTHQUINTILE_WQ3,2015,,,,,DATASOURCE,DATASOURCE_EQ_MICS,68.3 [61.0-75.6],68.25656,60.95346,75.55967,,2022-05-26T12:57:36+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
36687,imr,COUNTRY,COG,AFR,YEAR,Africa,WEALTHQUINTILE,WEALTHQUINTILE_WQ2,2005,,,,,DATASOURCE,DATASOURCE_EQ_DHS,95.7 [71.7-119.8],95.72712,71.6657,119.78854,,2022-05-26T12:49:11+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
39602,imr,COUNTRY,NGA,AFR,YEAR,Africa,DHSMICSGEOREGION,DHSMICSGEOREGION_NGAMICS201116,2011,,,,,DATASOURCE,DATASOURCE_EQ_MICS,No data,,,,Not available,2022-05-26T14:37:40+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
40020,imr,COUNTRY,SEN,AFR,YEAR,Africa,DHSMICSGEOREGION,DHSMICSGEOREGION_SENDHS200505,2005,,,,,DATASOURCE,DATASOURCE_EQ_DHS,100.4 [84.4-116.3],100.36633,84.44681,116.28585,,2022-05-26T14:45:38+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
40025,imr,COUNTRY,CIV,AFR,YEAR,Africa,SEX,SEX_MLE,1994,,,,,DATASOURCE,DATASOURCE_EQ_DHS,99.1 [90.9-107.4],99.14705,90.87362,107.42048,,2022-05-26T11:45:08+02:00,1994,1994-01-01T00:00:00+01:00,1994-12-31T00:00:00+01:00
40691,imr,COUNTRY,NGA,AFR,YEAR,Africa,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE03,2008,,,,,DATASOURCE,DATASOURCE_EQ_DHS,100.9 [91.2-110.6],100.90948,91.20702,110.61195,,2022-05-26T12:23:07+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
41325,imr,COUNTRY,TTO,AMR,YEAR,Americas,DHSMICSGEOREGION,DHSMICSGEOREGION_TTOMICS200602,2006,,,,,DATASOURCE,DATASOURCE_EQ_MICS,No data,,,,Not available,2022-05-26T14:49:15+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
43507,imr,COUNTRY,HND,AMR,YEAR,Americas,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,2011,,,,,DATASOURCE,DATASOURCE_EQ_DHS,22.6 [19.8-25.3],22.59341,19.84961,25.33721,,2022-05-26T11:35:41+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
44419,imr,COUNTRY,GHA,AFR,YEAR,Africa,SEX,SEX_MLE,2014,,,,,DATASOURCE,DATASOURCE_EQ_DHS,51.6 [44.4-58.9],51.61934,44.37222,58.86646,,2022-05-26T11:45:45+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
46776,imr,COUNTRY,NPL,SEAR,YEAR,South-East Asia,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE07,2006,,,,,DATASOURCE,DATASOURCE_EQ_DHS,61.0 [43.1-78.8],60.98615,43.13852,78.83377,,2022-05-26T12:21:26+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
47011,imr,COUNTRY,KEN,AFR,YEAR,Africa,DHSMICSGEOREGION,DHSMICSGEOREGION_KENDHS201408,2014,,,,,DATASOURCE,DATASOURCE_EQ_DHS,55.2 [38.2-72.3],55.24936,38.18157,72.31714,,2022-05-26T14:30:53+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
47972,imr,COUNTRY,KAZ,EUR,YEAR,Europe,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE10,2015,,,,,DATASOURCE,DATASOURCE_EQ_MICS,No data,,,,Not available,2022-05-26T12:15:06+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
48184,imr,COUNTRY,MDV,SEAR,YEAR,South-East Asia,AGEGROUP,AGEGROUP_YEARS15-19,2016,,,,,DATASOURCE,DATASOURCE_EQ_DHS,No data,,,,Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death,2022-05-26T11:03:54+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
48644,imr,COUNTRY,ALB,EUR,YEAR,Europe,DHSMICSGEOREGION,DHSMICSGEOREGION_ALBMICS200502,2005,,,,,DATASOURCE,DATASOURCE_EQ_MICS,No data,,,,Not available,2022-05-26T14:10:35+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
48710,imr,COUNTRY,KAZ,EUR,YEAR,Europe,WEALTHQUINTILE,WEALTHQUINTILE_WQ4,2006,,,,,DATASOURCE,DATASOURCE_EQ_MICS,No data,,,,Not available,2022-05-26T12:55:17+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
48984,imr,COUNTRY,NGA,AFR,YEAR,Africa,DHSMICSGEOREGION,DHSMICSGEOREGION_NGAMICS201607,2016,,,,,DATASOURCE,DATASOURCE_EQ_MICS,57.3 [38.9-75.7],57.28588,38.9148,75.65697,,2022-05-26T14:38:04+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
51089,imr,COUNTRY,UZB,EUR,YEAR,Europe,EDUCATIONLEVEL,EDUCATIONLEVEL_SHLM,2006,,,,,DATASOURCE,DATASOURCE_EQ_MICS,No data,,,,Not available,2022-05-26T11:25:56+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
51104,imr,COUNTRY,VNM,WPR,YEAR,Western Pacific,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE06,2006,,,,,DATASOURCE,DATASOURCE_EQ_MICS,No data,,,,Not available,2022-05-26T12:37:43+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
51367,imr,COUNTRY,TGO,AFR,YEAR,Africa,SEX,SEX_FMLE,2010,,,,,DATASOURCE,DATASOURCE_EQ_MICS,No data,,,,Not available,2022-05-26T11:48:32+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
51588,imr,COUNTRY,MDG,AFR,YEAR,Africa,EDUCATIONLEVEL,EDUCATIONLEVEL_NHLM,2008,,,,,DATASOURCE,DATASOURCE_EQ_DHS,59.5 [51.5-67.6],59.54372,51.46561,67.62183,,2022-05-26T11:20:25+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
52529,imr,COUNTRY,TZA,AFR,YEAR,Africa,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE06,2010,,,,,DATASOURCE,DATASOURCE_EQ_DHS,65.6 [50.6-80.7],65.6263,50.56138,80.69121,,2022-05-26T12:36:54+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
52771,imr,COUNTRY,MRT,AFR,YEAR,Africa,AGEGROUP,AGEGROUP_YEARS20-49,2015,,,,,DATASOURCE,DATASOURCE_EQ_MICS,38.3 [34.9-41.7],38.29266,34.88308,41.70225,,2022-05-26T11:04:07+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
53181,imr,COUNTRY,PRY,AMR,YEAR,Americas,EDUCATIONLEVEL,EDUCATIONLEVEL_PRLM,1995,,,,,DATASOURCE,DATASOURCE_EQ_RHS,No data,,,,Not available,2022-05-26T11:22:30+02:00,1995,1995-01-01T00:00:00+01:00,1995-12-31T00:00:00+01:00
54283,imr,COUNTRY,SRB,EUR,YEAR,Europe,EDUCATIONLEVEL,EDUCATIONLEVEL_PRLM,2019,,,,,DATASOURCE,DATASOURCE_EQ_MICS,No data,,,,Not available,2022-05-26T11:24:09+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
54390,imr,COUNTRY,KAZ,EUR,YEAR,Europe,DHSMICSGEOREGION,DHSMICSGEOREGION_KAZMICS201509,2015,,,,,DATASOURCE,DATASOURCE_EQ_MICS,No data,,,,Not available,2022-05-26T14:30:28+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
54666,imr,COUNTRY,IDN,SEAR,YEAR,South-East Asia,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE02,2007,,,,,DATASOURCE,DATASOURCE_EQ_DHS,51.0 [40.4-61.5],50.95164,40.38324,61.52005,,2022-05-26T12:13:29+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
55979,imr,COUNTRY,GTM,AMR,YEAR,Americas,WEALTHQUINTILE,WEALTHQUINTILE_WQ1,1995,,,,,DATASOURCE,DATASOURCE_EQ_DHS,56.9 [49.6-64.2],56.91085,49.61391,64.20779,,2022-05-26T12:52:40+02:00,1995,1995-01-01T00:00:00+01:00,1995-12-31T00:00:00+01:00
