Id,IndicatorCode,SpatialDimType,SpatialDim,ParentLocationCode,TimeDimType,ParentLocation,Dim1Type,Dim1,TimeDim,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
4922791,imr,COUNTRY,GIN,AFR,YEAR,Africa,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE08,2016,,,,,DATASOURCE,DATASOURCE_EQ_MICS,28.9 [18.2-39.7],28.93209,18.15344,39.71074,,2022-05-26T12:11:03+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
4923794,imr,COUNTRY,DOM,AMR,YEAR,Americas,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE06,2019,,,,,DATASOURCE,DATASOURCE_EQ_MICS,39.3 [23.8-54.8],39.31493,23.80464,54.82523,,2022-05-26T12:06:32+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
4923910,imr,COUNTRY,LSO,AFR,YEAR,Africa,SEX,SEX_FMLE,2014,,,,,DATASOURCE,DATASOURCE_EQ_DHS,60.3 [49.1-71.5],60.31062,49.07837,71.54288,,2022-05-26T11:46:36+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
4923950,imr,COUNTRY,NGA,AFR,YEAR,Africa,WEALTHQUINTILE,WEALTHQUINTILE_WQ1,1999,,,,,DATASOURCE,DATASOURCE_EQ_DHS,No data,,,,Not available,2022-05-26T12:59:42+02:00,1999,1999-01-01T00:00:00+01:00,1999-12-31T00:00:00+01:00
4924413,imr,COUNTRY,RWA,AFR,YEAR,Africa,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE01,2000,,,,,DATASOURCE,DATASOURCE_EQ_DHS,140.7 [120.6-160.7],140.65956,120.6133,160.70581,,2022-05-26T12:28:39+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
4924665,imr,COUNTRY,BEN,AFR,YEAR,Africa,EDUCATIONLEVEL,EDUCATIONLEVEL_NHLM,2011,,,,,DATASOURCE,DATASOURCE_EQ_DHS,47.8 [43.7-52.0],47.82529,43.65738,51.99321,,2022-05-26T11:14:44+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
4925137,imr,COUNTRY,BTN,SEAR,YEAR,South-East Asia,DHSMICSGEOREGION,DHSMICSGEOREGION_BTNMICS201006,2010,,,,,DATASOURCE,DATASOURCE_EQ_MICS,No data,,,,Not available,2022-05-26T14:13:40+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4925658,imr,COUNTRY,COL,AMR,YEAR,Americas,EDUCATIONLEVEL,EDUCATIONLEVEL_SHLM,2015,,,,,DATASOURCE,DATASOURCE_EQ_DHS,13.6 [11.1-16.2],13.63806,11.07365,16.20248,,2022-05-26T11:16:07+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4926612,imr,COUNTRY,TCD,AFR,YEAR,Africa,SEX,SEX_FMLE,2014,,,,,DATASOURCE,DATASOURCE_EQ_DHS,74.0 [66.7-81.2],73.95071,66.7421,81.15931,,2022-05-26T11:44:55+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
4927039,imr,COUNTRY,PAK,EMR,YEAR,Eastern Mediterranean,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE09,2012,,,,,DATASOURCE,DATASOURCE_EQ_DHS,60.0 [42.7-77.4],60.03349,42.70073,77.36626,,2022-05-26T12:24:12+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4927734,imr,COUNTRY,KEN,AFR,YEAR,Africa,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE08,2014,,,,,DATASOURCE,DATASOURCE_EQ_DHS,38.3 [28.9-47.7],38.32356,28.94389,47.70324,,2022-05-26T12:15:36+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
4928853,imr,COUNTRY,SSD,AFR,YEAR,Africa,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE05,2010,,,,,DATASOURCE,DATASOURCE_EQ_MICS,55.4 [46.8-64.0],55.39171,46.7641,64.01931,,2022-05-26T12:32:14+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4929148,imr,COUNTRY,ARM,EUR,YEAR,Europe,DHSMICSGEOREGION,DHSMICSGEOREGION_ARMDHS200008,2000,,,,,DATASOURCE,DATASOURCE_EQ_DHS,No data,,,,Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death,2022-05-26T14:11:16+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
4929235,imr,COUNTRY,CUB,AMR,YEAR,Americas,DHSMICSGEOREGION,DHSMICSGEOREGION_CUBMICS201909,2019,,,,,DATASOURCE,DATASOURCE_EQ_MICS,No data,,,,Not available,2022-05-26T14:18:48+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
4930298,imr,COUNTRY,IND,SEAR,YEAR,South-East Asia,DHSMICSGEOREGION,DHSMICSGEOREGION_INDDHS199819,1998,,,,,DATASOURCE,DATASOURCE_EQ_DHS,88.1 [81.2-95.0],88.09452,81.2039,94.98515,,2022-05-26T14:26:46+02:00,1998,1998-01-01T00:00:00+01:00,1998-12-31T00:00:00+01:00
4930670,imr,COUNTRY,PER,AMR,YEAR,Americas,DHSMICSGEOREGION,DHSMICSGEOREGION_PERDHS201921,2019,,,,,DATASOURCE,DATASOURCE_EQ_DHS,21.5 [10.7-32.3],21.47633,10.67925,32.2734,,2022-05-26T14:43:26+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
4931694,imr,COUNTRY,EGY,EMR,YEAR,Eastern Mediterranean,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE06,2014,,,,,DATASOURCE,DATASOURCE_EQ_DHS,26.0 [17.5-34.4],25.95238,17.46919,34.43558,,2022-05-26T12:07:18+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
4932997,imr,COUNTRY,ZAF,AFR,YEAR,Africa,AGEGROUP,AGEGROUP_YEARS15-19,1998,,,,,DATASOURCE,DATASOURCE_EQ_DHS,40.9 [30.7-51.2],40.93748,30.71931,51.15564,,2022-05-26T11:06:30+02:00,1998,1998-01-01T00:00:00+01:00,1998-12-31T00:00:00+01:00
4933184,imr,COUNTRY,PER,AMR,YEAR,Americas,DHSMICSGEOREGION,DHSMICSGEOREGION_PERDHS200803,2008,,,,,DATASOURCE,DATASOURCE_EQ_DHS,No data,,,,Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death,2022-05-26T14:40:45+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
4933539,imr,COUNTRY,COM,AFR,YEAR,Africa,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE05,1996,,,,,DATASOURCE,DATASOURCE_EQ_DHS,104.0 [75.8-132.2],104.00319,75.79844,132.20795,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death,2022-05-26T12:03:45+02:00,1996,1996-01-01T00:00:00+01:00,1996-12-31T00:00:00+01:00
4933781,imr,COUNTRY,PAK,EMR,YEAR,Eastern Mediterranean,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,2006,,,,,DATASOURCE,DATASOURCE_EQ_DHS,81.4 [74.4-88.4],81.38973,74.41153,88.36794,,2022-05-26T11:38:11+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
4934426,imr,COUNTRY,MWI,AFR,YEAR,Africa,AGEGROUP,AGEGROUP_YEARS15-19,2006,,,,,DATASOURCE,DATASOURCE_EQ_MICS,0.1 [0.1-0.1],0.09838,0.09099,0.10578,,2022-05-26T11:03:47+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
4935305,imr,COUNTRY,NPL,SEAR,YEAR,South-East Asia,DHSMICSGEOREGION,DHSMICSGEOREGION_NPLMICS201403,2014,,,,,DATASOURCE,DATASOURCE_EQ_MICS,42.7 [29.2-56.3],42.73638,29.1789,56.29385,,2022-05-26T14:36:13+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
4936216,imr,COUNTRY,BDI,AFR,YEAR,Africa,WEALTHQUINTILE,WEALTHQUINTILE_WQ4,2016,,,,,DATASOURCE,DATASOURCE_EQ_DHS,43.3 [36.0-50.7],43.33948,36.019,50.65995,,2022-05-26T12:47:44+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
4936300,imr,COUNTRY,ARG,AMR,YEAR,Americas,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE08,2011,,,,,DATASOURCE,DATASOURCE_EQ_MICS,No data,,,,Not available,2022-05-26T11:56:34+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
4936378,imr,COUNTRY,NGA,AFR,YEAR,Africa,DHSMICSGEOREGION,DHSMICSGEOREGION_NGADHS201801,2018,,,,,DATASOURCE,DATASOURCE_EQ_DHS,58.1 [52.6-63.7],58.14406,52.56227,63.72586,,2022-05-26T14:38:18+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
4936624,imr,COUNTRY,VNM,WPR,YEAR,Western Pacific,EDUCATIONLEVEL,EDUCATIONLEVEL_PRLM,2013,,,,,DATASOURCE,DATASOURCE_EQ_MICS,6.6 [2.0-11.2],6.56718,1.98061,11.15376,,2022-05-26T11:26:07+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
4938578,imr,COUNTRY,COD,AFR,YEAR,Africa,DHSMICSGEOREGION,DHSMICSGEOREGION_CODMICS201009,2010,,,,,DATASOURCE,DATASOURCE_EQ_MICS,No data,,,,Not available,2022-05-26T14:19:30+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4939259,imr,COUNTRY,SLE,AFR,YEAR,Africa,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,2013,,,,,DATASOURCE,DATASOURCE_EQ_DHS,111.8 [104.3-119.2],111.75114,104.26753,119.23476,,2022-05-26T11:39:31+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
4939988,imr,COUNTRY,KGZ,EUR,YEAR,Europe,DHSMICSGEOREGION,DHSMICSGEOREGION_KGZMICS200501,2005,,,,,DATASOURCE,DATASOURCE_EQ_MICS,No data,,,,Not available,2022-05-26T14:31:02+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
4942230,imr,COUNTRY,MKD,EUR,YEAR,Europe,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE04,2005,,,,,DATASOURCE,DATASOURCE_EQ_MICS,No data,,,,Not available,2022-05-26T12:23:43+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
4942278,imr,COUNTRY,KAZ,EUR,YEAR,Europe,DHSMICSGEOREGION,DHSMICSGEOREGION_KAZMICS201012,2010,,,,,DATASOURCE,DATASOURCE_EQ_MICS,No data,,,,Not available,2022-05-26T14:30:19+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4942552,imr,COUNTRY,SRB,EUR,YEAR,Europe,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE08,2005,,,,,DATASOURCE,DATASOURCE_EQ_MICS,No data,,,,Not available,2022-05-26T12:30:54+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
4942772,imr,COUNTRY,LSO,AFR,YEAR,Africa,WEALTHQUINTILE,WEALTHQUINTILE_WQ3,2014,,,,,DATASOURCE,DATASOURCE_EQ_DHS,73.6 [56.5-90.7],73.60166,56.52872,90.6746,,2022-05-26T12:56:20+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
4942885,imr,COUNTRY,TUN,EMR,YEAR,Eastern Mediterranean,WEALTHQUINTILE,WEALTHQUINTILE_WQ2,2018,,,,,DATASOURCE,DATASOURCE_EQ_MICS,12.5 [8.1-16.9],12.50192,8.13523,16.86861,,2022-05-26T13:05:40+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
4943011,imr,COUNTRY,ECU,AMR,YEAR,Americas,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE03,1999,,,,,DATASOURCE,DATASOURCE_EQ_RHS,No data,,,,Not available,2022-05-26T12:06:43+02:00,1999,1999-01-01T00:00:00+01:00,1999-12-31T00:00:00+01:00
4943524,imr,COUNTRY,BFA,AFR,YEAR,Africa,EDUCATIONLEVEL,EDUCATIONLEVEL_NHLM,2010,,,,,DATASOURCE,DATASOURCE_EQ_DHS,81.4 [76.3-86.4],81.35722,76.32275,86.39169,,2022-05-26T11:15:09+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4943870,imr,COUNTRY,NGA,AFR,YEAR,Africa,DHSMICSGEOREGION,DHSMICSGEOREGION_NGADHS200803,2008,,,,,DATASOURCE,DATASOURCE_EQ_DHS,91.1 [83.7-98.5],91.12331,83.73519,98.51141,,2022-05-26T14:37:29+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
4943953,imr,COUNTRY,NIC,AMR,YEAR,Americas,WEALTHQUINTILE,WEALTHQUINTILE_WQ3,2006,,,,,DATASOURCE,DATASOURCE_EQ_RHS,No data,,,,Not available,2022-05-26T12:59:29+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
4944004,imr,COUNTRY,DOM,AMR,YEAR,Americas,DHSMICSGEOREGION,DHSMICSGEOREGION_DOMDHS200209,2002,,,,,DATASOURCE,DATASOURCE_EQ_DHS,34.1 [19.6-48.5],34.07454,19.63252,48.51656,,2022-05-26T14:20:16+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
4944023,imr,COUNTRY,ARM,EUR,YEAR,Europe,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE10,2005,,,,,DATASOURCE,DATASOURCE_EQ_DHS,11.3 [0.0-28.6],11.30392,0,28.55654,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death,2022-05-26T11:56:52+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
4945622,imr,COUNTRY,SUR,AMR,YEAR,Americas,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE09,2018,,,,,DATASOURCE,DATASOURCE_EQ_MICS,15.0 [0.0-32.4],14.98694,0,32.35373,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death,2022-05-26T12:32:45+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
4945974,imr,COUNTRY,BGD,SEAR,YEAR,South-East Asia,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE05,2011,,,,,DATASOURCE,DATASOURCE_EQ_DHS,50.2 [38.5-61.8],50.19145,38.53328,61.84963,,2022-05-26T11:57:52+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
4946579,imr,COUNTRY,GIN,AFR,YEAR,Africa,WEALTHQUINTILE,WEALTHQUINTILE_WQ3,2012,,,,,DATASOURCE,DATASOURCE_EQ_DHS,80.5 [68.4-92.7],80.53629,68.38985,92.6827,,2022-05-26T12:53:02+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4946635,imr,COUNTRY,MLI,AFR,YEAR,Africa,DHSMICSGEOREGION,DHSMICSGEOREGION_MLIDHS200101,2001,,,,,DATASOURCE,DATASOURCE_EQ_DHS,124.6 [110.3-139.0],124.64336,110.32526,138.96147,,2022-05-26T14:33:24+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
4948111,imr,COUNTRY,PHL,WPR,YEAR,Western Pacific,SEX,SEX_MLE,2013,,,,,DATASOURCE,DATASOURCE_EQ_DHS,25.3 [21.3-29.3],25.32195,21.32551,29.3184,,2022-05-26T11:47:52+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
4948286,imr,COUNTRY,CUB,AMR,YEAR,Americas,DHSMICSGEOREGION,DHSMICSGEOREGION_CUBMICS201915,2019,,,,,DATASOURCE,DATASOURCE_EQ_MICS,No data,,,,Not available,2022-05-26T14:18:48+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
4948772,imr,COUNTRY,PER,AMR,YEAR,Americas,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE03,2015,,,,,DATASOURCE,DATASOURCE_EQ_DHS,0,0,0,0,,2022-05-26T12:26:50+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4949705,imr,COUNTRY,CMR,AFR,YEAR,Africa,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,2011,,,,,DATASOURCE,DATASOURCE_EQ_DHS,77.3 [70.9-83.7],77.28722,70.85352,83.72093,,2022-05-26T11:33:31+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
4949897,imr,COUNTRY,HND,AMR,YEAR,Americas,WEALTHQUINTILE,WEALTHQUINTILE_WQ2,2001,,,,,DATASOURCE,DATASOURCE_EQ_RHS,No data,,,,Not available,2022-05-26T12:53:56+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
4950228,imr,COUNTRY,PER,AMR,YEAR,Americas,DHSMICSGEOREGION,DHSMICSGEOREGION_PERDHS201210,2012,,,,,DATASOURCE,DATASOURCE_EQ_DHS,20.8 [11.0-30.6],20.75827,10.9516,30.56495,,2022-05-26T14:41:44+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4950521,imr,COUNTRY,PRY,AMR,YEAR,Americas,EDUCATIONLEVEL,EDUCATIONLEVEL_NHLM,1995,,,,,DATASOURCE,DATASOURCE_EQ_RHS,No data,,,,Not available,2022-05-26T11:22:30+02:00,1995,1995-01-01T00:00:00+01:00,1995-12-31T00:00:00+01:00
4950980,imr,COUNTRY,COD,AFR,YEAR,Africa,DHSMICSGEOREGION,DHSMICSGEOREGION_CODDHS200701,2007,,,,,DATASOURCE,DATASOURCE_EQ_DHS,72.6 [57.9-87.3],72.61795,57.89028,87.34562,,2022-05-26T14:19:24+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
4952455,imr,COUNTRY,TJK,EUR,YEAR,Europe,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE06,2017,,,,,DATASOURCE,DATASOURCE_EQ_DHS,21.6 [10.7-32.4],21.55177,10.67683,32.42672,,2022-05-26T12:33:09+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
4952568,imr,COUNTRY,MDG,AFR,YEAR,Africa,AGEGROUP,AGEGROUP_YEARS15-19,2008,,,,,DATASOURCE,DATASOURCE_EQ_DHS,54.7 [46.9-62.5],54.70404,46.89801,62.51007,,2022-05-26T11:03:42+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
4953091,imr,COUNTRY,DOM,AMR,YEAR,Americas,WEALTHQUINTILE,WEALTHQUINTILE_WQ4,2013,,,,,DATASOURCE,DATASOURCE_EQ_DHS,20.1 [10.3-29.9],20.11665,10.34242,29.89089,,2022-05-26T12:50:30+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
4953492,imr,COUNTRY,MWI,AFR,YEAR,Africa,DHSMICSGEOREGION,DHSMICSGEOREGION_MWIMICS201314,2013,,,,,DATASOURCE,DATASOURCE_EQ_MICS,55.1 [41.3-68.9],55.10479,41.29252,68.91707,,2022-05-26T14:32:56+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
4953592,imr,COUNTRY,BGD,SEAR,YEAR,South-East Asia,DHSMICSGEOREGION,DHSMICSGEOREGION_BGDMICS201907,2019,,,,,DATASOURCE,DATASOURCE_EQ_MICS,38.0 [32.4-43.7],38.01064,32.36661,43.65467,,2022-05-26T14:12:28+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
4953867,imr,COUNTRY,ECU,AMR,YEAR,Americas,DHSMICSGEOREGION,DHSMICSGEOREGION_ECURHS200401,2004,,,,,DATASOURCE,DATASOURCE_EQ_RHS,No data,,,,Not available,2022-05-26T14:21:14+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
4954690,imr,COUNTRY,TZA,AFR,YEAR,Africa,WEALTHQUINTILE,WEALTHQUINTILE_WQ4,1996,,,,,DATASOURCE,DATASOURCE_EQ_DHS,102.1 [86.8-117.4],102.06051,86.75921,117.36182,,2022-05-26T13:06:38+02:00,1996,1996-01-01T00:00:00+01:00,1996-12-31T00:00:00+01:00
4955254,imr,COUNTRY,BRA,AMR,YEAR,Americas,WEALTHQUINTILE,WEALTHQUINTILE_WQ3,1996,,,,,DATASOURCE,DATASOURCE_EQ_DHS,32.9 [23.6-42.2],32.88993,23.60266,42.1772,,2022-05-26T12:47:23+02:00,1996,1996-01-01T00:00:00+01:00,1996-12-31T00:00:00+01:00
4955361,imr,COUNTRY,BFA,AFR,YEAR,Africa,DHSMICSGEOREGION,DHSMICSGEOREGION_BFAMICS200612,2006,,,,,DATASOURCE,DATASOURCE_EQ_MICS,No data,,,,Not available,2022-05-26T14:14:30+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
4956507,imr,COUNTRY,ZWE,AFR,YEAR,Africa,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE03,2014,,,,,DATASOURCE,DATASOURCE_EQ_MICS,62.1 [50.8-73.4],62.09067,50.82143,73.35992,,2022-05-26T12:39:17+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
4957881,imr,COUNTRY,BFA,AFR,YEAR,Africa,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE05,2006,,,,,DATASOURCE,DATASOURCE_EQ_MICS,No data,,,,Not available,2022-05-26T12:00:51+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
4958004,imr,COUNTRY,TLS,SEAR,YEAR,South-East Asia,EDUCATIONLEVEL,EDUCATIONLEVEL_NHLM,2009,,,,,DATASOURCE,DATASOURCE_EQ_DHS,60.8 [54.2-67.3],60.76088,54.20464,67.31713,,2022-05-26T11:24:50+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
4959463,imr,COUNTRY,IDN,SEAR,YEAR,South-East Asia,DHSMICSGEOREGION,DHSMICSGEOREGION_IDNDHS199425,1994,,,,,DATASOURCE,DATASOURCE_EQ_DHS,78.9 [51.7-106.2],78.94336,51.66414,106.22257,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death,2022-05-26T14:27:38+02:00,1994,1994-01-01T00:00:00+01:00,1994-12-31T00:00:00+01:00
4959652,imr,COUNTRY,PHL,WPR,YEAR,Western Pacific,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE07,2008,,,,,DATASOURCE,DATASOURCE_EQ_DHS,20.2 [10.9-29.5],20.20209,10.9172,29.48699,,2022-05-26T12:27:53+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
4959667,imr,COUNTRY,ZAF,AFR,YEAR,Africa,AGEGROUP,AGEGROUP_YEARS15-19,2016,,,,,DATASOURCE,DATASOURCE_EQ_DHS,39.4 [27.6-51.3],39.44223,27.55564,51.32881,,2022-05-26T11:06:32+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
4960361,imr,COUNTRY,PER,AMR,YEAR,Americas,DHSMICSGEOREGION,DHSMICSGEOREGION_PERDHS200003,2000,,,,,DATASOURCE,DATASOURCE_EQ_DHS,71.0 [54.6-87.3],70.95258,54.60451,87.30067,,2022-05-26T14:39:29+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
4960811,imr,COUNTRY,MWI,AFR,YEAR,Africa,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,2010,,,,,DATASOURCE,DATASOURCE_EQ_DHS,73.3 [69.3-77.3],73.29864,69.27316,77.32411,,2022-05-26T11:36:52+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4961478,imr,COUNTRY,HND,AMR,YEAR,Americas,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE09,1996,,,,,DATASOURCE,DATASOURCE_EQ_RHS,No data,,,,Not available,2022-05-26T12:12:27+02:00,1996,1996-01-01T00:00:00+01:00,1996-12-31T00:00:00+01:00
4961675,imr,COUNTRY,GMB,AFR,YEAR,Africa,EDUCATIONLEVEL,EDUCATIONLEVEL_NHLM,2010,,,,,DATASOURCE,DATASOURCE_EQ_MICS,No data,,,,Not available,2022-05-26T11:17:48+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
4963158,imr,COUNTRY,JOR,EMR,YEAR,Eastern Mediterranean,WEALTHQUINTILE,WEALTHQUINTILE_WQ5,2007,,,,,DATASOURCE,DATASOURCE_EQ_DHS,25.1 [8.0-42.1],25.08303,8.04138,42.12469,,2022-05-26T12:55:00+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
4964455,imr,COUNTRY,SEN,AFR,YEAR,Africa,SEX,SEX_MLE,1997,,,,,DATASOURCE,DATASOURCE_EQ_DHS,73.6 [65.8-81.4],73.61496,65.81726,81.41267,,2022-05-26T11:48:04+02:00,1997,1997-01-01T00:00:00+01:00,1997-12-31T00:00:00+01:00
4964532,imr,COUNTRY,TUR,EUR,YEAR,Europe,EDUCATIONLEVEL,EDUCATIONLEVEL_SHLM,2013,,,,,DATASOURCE,DATASOURCE_EQ_DHS,10.6 [5.5-15.8],10.63373,5.50479,15.76267,,2022-05-26T11:25:17+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
4964698,imr,COUNTRY,GMB,AFR,YEAR,Africa,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,2005,,,,,DATASOURCE,DATASOURCE_EQ_MICS,No data,,,,Not available,2022-05-26T11:34:52+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
4965116,imr,COUNTRY,HND,AMR,YEAR,Americas,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE04,1996,,,,,DATASOURCE,DATASOURCE_EQ_RHS,No data,,,,Not available,2022-05-26T12:12:27+02:00,1996,1996-01-01T00:00:00+01:00,1996-12-31T00:00:00+01:00
4967887,imr,COUNTRY,BFA,AFR,YEAR,Africa,DHSMICSGEOREGION,DHSMICSGEOREGION_BFAMICS200608,2006,,,,,DATASOURCE,DATASOURCE_EQ_MICS,No data,,,,Not available,2022-05-26T14:14:29+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
4968895,imr,COUNTRY,SRB,EUR,YEAR,Europe,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE07,2005,,,,,DATASOURCE,DATASOURCE_EQ_MICS,No data,,,,Not available,2022-05-26T12:30:54+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
4969631,imr,COUNTRY,TCD,AFR,YEAR,Africa,DHSMICSGEOREGION,DHSMICSGEOREGION_TCDMICS201018,2010,,,,,DATASOURCE,DATASOURCE_EQ_MICS,No data,,,,Not available,2022-05-26T14:17:21+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
